lon,lat,date,month,sst_c,presence
-48.91601429641119,14.255862197912869,2019-10-15,10.0,28.602509,0
-25.84272074040838,-24.475030045734854,2019-11-15,11.0,23.353088,0
-43.119985826689486,9.59854465206844,2019-07-15,7.0,27.60028,0
-12.149678554308274,-20.643905213951175,2019-04-15,4.0,25.98822,0
-11.933504242851939,0.124380715051565,2019-07-15,7.0,23.759003,0
-13.709217189925418,-20.479461324949725,2019-06-15,6.0,24.341095,0
-30.315206282631472,20.380818703911167,2019-04-15,4.0,22.65686,0
-47.47339036486082,29.70049596715797,2019-09-15,9.0,28.232117,0
-28.701255423656477,29.993246088414082,2019-03-15,3.0,20.359497,0
-51.19717175992372,26.971740226484457,2019-04-15,4.0,23.168915,0
-46.13269690931344,19.542720567894477,2019-12-15,12.0,26.06137,0
-27.539508122500067,-14.539995127052766,2019-08-15,8.0,24.946747,0
-26.602010242093748,23.782545799048123,2019-11-15,11.0,24.692078,0
-31.466669524276178,-29.86346066823993,2019-06-15,6.0,21.2258,0
-58.90406555974483,22.83697847780205,2019-12-15,12.0,26.875214,0
-19.445065343458445,24.767993112930007,2019-02-15,2.0,20.041748,0
-45.09607177270491,-27.231928293465742,2019-12-15,12.0,24.179993,0
-39.35533711919227,24.266460754675798,2019-02-15,2.0,23.063293,0
-53.83718860713965,24.144849412861596,2019-12-15,12.0,25.982086,0
-50.6176688825425,8.94889159439029,2019-06-15,6.0,28.003174,0
-10.61131846570018,0.1492036746752774,2019-08-15,8.0,24.247711,0
-22.233746171149484,29.599822148443522,2019-01-15,1.0,20.381104,0
-24.32664148401591,2.870764875412263,2019-10-15,10.0,28.247314,0
-50.790610031426326,12.85298654350948,2019-11-15,11.0,28.109924,0
-28.425272487253874,-23.725829151429714,2019-01-15,1.0,27.81186,0
-19.265140442010797,6.669100272763998,2019-12-15,12.0,28.894196,0
-40.76550775967257,-25.91755673799043,2019-03-15,3.0,27.348694,0
-17.224825176927283,22.301639320306677,2019-01-15,1.0,17.792511,0
-29.64167168125101,-1.2445836524185196,2019-04-15,4.0,29.231232,0
-33.05921253674992,16.42233686166805,2019-06-15,6.0,24.519348,0
-35.418154878228634,-0.6995348260168299,2019-06-15,6.0,27.956238,0
-21.454530220669753,21.427919025481316,2019-07-15,7.0,22.718872,0
-15.590247867675593,7.983825080928071,2019-04-15,4.0,28.27182,0
-13.75455900494665,29.42232377488414,2019-09-15,9.0,22.822388,0
-37.781775529677155,18.567181993623045,2019-12-15,12.0,25.411072,0
-31.9843103658251,14.01950616707554,2019-11-15,11.0,26.921204,0
-13.33909832086141,-10.112539062775724,2019-06-15,6.0,26.304474,0
-30.211376680424138,-9.231152182448497,2019-01-15,1.0,27.843445,0
-23.30598737602005,-10.500174146542623,2019-03-15,3.0,28.529175,0
-32.00646259089014,1.3652832792855527,2019-05-15,5.0,28.631561,0
-52.997872512468675,29.327138783744694,2019-10-15,10.0,27.064575,0
-29.57221161911931,12.976463815002191,2019-11-15,11.0,27.190918,0
-37.01660051187045,4.59534366035021,2019-01-15,1.0,27.52829,0
-46.84226238812785,15.350498140532835,2019-10-15,10.0,28.221893,0
-20.507912456828485,-3.2989203824125077,2019-07-15,7.0,25.252808,0
-13.440588352942733,-22.709405757279878,2019-01-15,1.0,26.110046,0
-36.21898994026162,-26.81841117274694,2019-03-15,3.0,27.224731,0
-55.278341001937065,29.744888294579013,2019-08-15,8.0,29.311188,0
-27.344183147789657,3.151132256698567,2019-11-15,11.0,28.605164,0
-34.855736633079495,-21.9472075886729,2019-04-15,4.0,28.575073,0
-24.99046587125501,9.775930735268808,2019-08-15,8.0,27.35611,0
-33.52717097285536,-2.5813287552290802,2019-08-15,8.0,26.672516,0
-23.42800166395265,-3.518258779941842,2019-12-15,12.0,27.714172,0
-29.550846207095567,29.398177450380494,2019-04-15,4.0,20.5596,0
-37.282550816995254,-22.77481419506077,2019-02-15,2.0,28.728699,0
-21.38683170934955,22.767502030656843,2019-04-15,4.0,21.17627,0
-26.230050230681293,8.184121532288692,2019-01-15,1.0,26.939423,0
-27.9396216686717,27.432160834882268,2019-07-15,7.0,24.028595,0
-10.500568968645851,-21.33837813043988,2019-06-15,6.0,23.99524,0
-43.098639757053306,-26.14001670367909,2019-07-15,7.0,23.307037,0
-57.46991135289259,8.143826563807636,2019-10-15,10.0,29.606415,0
-26.955624754854128,-9.493671745441453,2019-01-15,1.0,27.483429,0
-13.821026163975475,-15.92181481240983,2019-11-15,11.0,23.063477,0
-29.551007483727297,29.6106645533577,2019-03-15,3.0,20.304626,0
-16.964414346690127,-11.096693148116042,2019-11-15,11.0,24.474152,0
-59.12177822696854,28.599548888039116,2019-09-15,9.0,29.017914,0
-32.31735459718803,2.3327791295796914,2019-08-15,8.0,27.392181,0
-22.370439661357267,-27.003025713336577,2019-11-15,11.0,20.56726,0
-22.144080807047743,-10.69007925519644,2019-11-15,11.0,25.237396,0
-16.86729480465239,-5.23257271924745,2019-08-15,8.0,24.951385,0
-10.414517686780911,-17.473444550869036,2019-10-15,10.0,21.704742,0
-16.496026527888965,-18.63952408846145,2019-12-15,12.0,24.50589,0
-18.04835752344544,-9.868101579368023,2019-03-15,3.0,28.075836,0
-29.595972271038647,-24.43064066318038,2019-07-15,7.0,22.775085,0
-23.749839407693152,6.817277999823929,2019-06-15,6.0,27.80545,0
-19.356835129595233,-18.09776516843484,2019-03-15,3.0,27.504028,0
-22.56090075150503,24.435415017736325,2019-07-15,7.0,23.248016,0
-38.02686714788051,0.3725064002488594,2019-11-15,11.0,27.763214,0
-27.934279966829195,13.277236830066876,2019-02-15,2.0,24.042633,0
-35.05822317199551,0.9050539332408682,2019-04-15,4.0,27.976166,0
-57.93686526673323,17.88365462005531,2019-07-15,7.0,28.144562,0
-26.027537330602307,-15.41880427437388,2019-07-15,7.0,25.394775,0
-19.186635018715698,6.524419932839372,2019-10-15,10.0,28.86377,0
-46.18724547467019,23.379100257588483,2019-06-15,6.0,26.467896,0
-15.027171635114932,-27.956575904739754,2019-04-15,4.0,24.399475,0
-49.75471243446009,-29.52965668931727,2019-06-15,6.0,20.22174,0
-46.417889574379814,2.7064881585525455,2019-05-15,5.0,28.46521,0
-17.32020470440746,9.409216150223678,2019-03-15,3.0,26.022705,0
-22.94453079817879,3.1996386323337376,2019-02-15,2.0,28.323792,0
-51.54943653414186,-1.0928308088207999,2019-12-15,12.0,29.087463,0
-11.584845393847232,-7.826064503867713,2019-10-15,10.0,24.277802,0
-16.885212731261994,-3.707332226278737,2019-03-15,3.0,29.157043,0
-44.28878258012752,-0.09579407681380658,2019-05-15,5.0,28.767456,0
-29.59871496212165,17.806171262385547,2019-11-15,11.0,26.094177,0
-39.32964000015971,3.578836487844981,2019-07-15,7.0,28.347107,0
-35.64528162276649,-19.435226858542755,2019-06-15,6.0,27.24121,0
-38.47135696854369,18.034616635551814,2019-09-15,9.0,27.359192,0
-31.851259241799536,-17.49244047728916,2019-12-15,12.0,27.03305,0
-49.4175467647321,18.451039338284872,2019-08-15,8.0,27.772339,0
-50.627641317867344,26.988177301855806,2019-11-15,11.0,26.028229,0
-44.5601829325022,-1.3499168931446341,2019-12-15,12.0,28.654236,0
-30.739131845661372,18.95338639496223,2019-07-15,7.0,24.530518,0
-26.351264457441054,-12.683732150693587,2019-04-15,4.0,28.030365,0
-26.37106216291143,-12.143788638110593,2019-10-15,10.0,25.292389,0
-47.733154168364464,19.800954940472934,2019-06-15,6.0,26.417694,0
-11.307618079989574,-25.61215580476684,2019-02-15,2.0,26.766693,0
-21.36709721354915,13.15508513658726,2019-06-15,6.0,24.210815,0
-29.028712717538493,25.828035016716356,2019-03-15,3.0,20.718323,0
-24.975556725566214,13.23316701504151,2019-12-15,12.0,24.971527,0
-35.249634268038974,-23.79936032914478,2019-10-15,10.0,23.331635,0
-32.36145940653377,27.366385670493436,2019-12-15,12.0,23.389008,0
-41.16573918397479,17.115373779228683,2019-08-15,8.0,26.818115,0
-28.0147682132586,-28.57807441107103,2019-01-15,1.0,26.307465,0
-27.812403283200524,-3.5314292495823842,2019-03-15,3.0,29.47284,0
-36.22477780061153,-21.7168402493066,2019-10-15,10.0,24.468597,0
-16.11701704213131,-13.902138606818237,2019-08-15,8.0,23.4693,0
-21.85591978283061,-19.50976257161063,2019-05-15,5.0,26.748596,0
-15.714509671435373,-0.6034609828013444,2019-03-15,3.0,29.094086,0
-32.344986847426085,-26.373906950675583,2019-04-15,4.0,25.01355,0
-30.055928784676002,-29.420643762229968,2019-01-15,1.0,25.426178,0
-58.16744665956464,15.626745813249038,2019-03-15,3.0,25.960388,0
-58.59734069041324,21.22833351587301,2019-12-15,12.0,27.220764,0
-54.12839291022266,26.192247241065793,2019-09-15,9.0,29.275726,0
-48.75052057931489,11.058704324456613,2019-08-15,8.0,28.216644,0
-28.8753469993284,-9.20888766244504,2019-02-15,2.0,28.206146,0
-37.79527081815147,1.2416071576901473,2019-02-15,2.0,27.511292,0
-30.7450658367557,-13.90983946555966,2019-03-15,3.0,28.412323,0
-17.480491680525994,-19.94567419934892,2019-12-15,12.0,24.755829,0
-34.853060453952864,5.590789936163787,2019-07-15,7.0,28.036835,0
-24.640602178234516,-3.4132648141719883,2019-09-15,9.0,25.801025,0
-17.960024783959966,-11.471582402800337,2019-02-15,2.0,26.898132,0
-13.86141987244281,7.30246198356258,2019-12-15,12.0,29.528625,0
-39.38556730386296,5.341200499356745,2019-12-15,12.0,27.813019,0
-22.507750057810924,-15.182118576014368,2019-01-15,1.0,25.438751,0
-43.66621933138147,28.324256921472845,2019-05-15,5.0,23.598755,0
-36.54551013961904,-26.560709788587673,2019-03-15,3.0,27.2836,0
-44.50923970696849,28.143896195882746,2019-02-15,2.0,21.28241,0
-30.664071107571182,2.8293383188683663,2019-06-15,6.0,28.487488,0
-17.890756194947457,-28.362795264460704,2019-08-15,8.0,18.65744,0
-27.917111545666856,-27.156227760723873,2019-04-15,4.0,24.761322,0
-23.25901363373643,-8.737456846251952,2019-02-15,2.0,28.100891,0
-37.08438278575633,-25.38886395846834,2019-04-15,4.0,26.815704,0
-34.6766810687446,-13.148821779519405,2019-04-15,4.0,29.121399,0
-29.75715997048236,-4.726618871079335,2019-09-15,9.0,26.48584,0
-34.28601249050213,11.978393149827738,2019-06-15,6.0,25.81488,0
-17.236510480693084,2.5287615356288953,2019-03-15,3.0,30.04303,0
-22.798175945832455,-12.57546195117851,2019-06-15,6.0,26.814514,0
-32.35554868140621,-14.618340837637549,2019-03-15,3.0,28.588379,0
-53.61385290816716,22.491836355875705,2019-06-15,6.0,26.945435,0
-13.197489048293498,-13.04562637053239,2019-07-15,7.0,24.088806,0
-40.89628312163673,24.120994724015716,2019-11-15,11.0,25.70514,0
-24.78717402832764,-10.251906162622788,2019-09-15,9.0,25.407532,0
-55.664876281626306,7.836694189116706,2019-11-15,11.0,29.58493,0
-10.541345914037407,-6.967184069257854,2019-03-15,3.0,28.542175,0
-20.73752161350032,2.8026883390486717,2019-05-15,5.0,29.32544,0
-28.959446404448556,-4.019476264226334,2019-04-15,4.0,29.618225,0
-22.615386459148006,-9.425986529235622,2019-03-15,3.0,28.56488,0
-39.332462930274446,-1.962415810384467,2019-12-15,12.0,28.194885,0
-38.93290616006037,29.82703389797107,2019-06-15,6.0,24.695923,0
-26.66493773930287,-15.906520442630178,2019-12-15,12.0,26.211365,0
-11.279507658787878,0.4728217117249507,2019-11-15,11.0,27.34848,0
-21.228936419251063,24.37902525845724,2019-11-15,11.0,23.419678,0
-50.518825996171714,4.462095744504737,2019-06-15,6.0,28.899658,0
-10.077550605449602,-20.705592680416263,2019-05-15,5.0,25.088562,0
-34.94924959319677,16.37297733413878,2019-05-15,5.0,24.474548,0
-28.06830678391444,-5.946338395427418,2019-06-15,6.0,27.961823,0
-25.180865436493328,-17.3746870283329,2019-10-15,10.0,24.114807,0
-17.85770841936536,-16.924324725550775,2019-12-15,12.0,24.469818,0
-27.760751566801567,10.170505982246937,2019-11-15,11.0,27.953064,0
-20.15420374815873,6.733241244860274,2019-10-15,10.0,28.882996,0
-16.046701772635394,-6.8951075759586615,2019-11-15,11.0,25.987427,0
-30.086525477806376,20.359671233951836,2019-07-15,7.0,24.330841,0
-36.74545731323246,4.8307976702443085,2019-11-15,11.0,28.64392,0
-37.99542188847873,-20.780287670135856,2019-06-15,6.0,26.606567,0
-18.14044215700909,-27.104764053502286,2019-04-15,4.0,24.917236,0
-56.820154070464355,14.33332121902766,2019-10-15,10.0,28.986267,0
-41.90244034648775,9.995805386188344,2019-10-15,10.0,28.803192,0
-22.038037888491665,-3.1185791632259345,2019-08-15,8.0,24.840881,0
-27.9999594987518,8.353649500094264,2019-04-15,4.0,26.183563,0
-18.0458296983045,7.8457631325794,2019-03-15,3.0,26.31955,0
-37.31478642028263,25.26997267424418,2019-11-15,11.0,25.49292,0
-31.0246026591413,-10.692261951844504,2019-12-15,12.0,27.339874,0
-42.2672521703896,26.579033965152604,2019-04-15,4.0,23.01233,0
-25.514484900977536,-12.089070797245594,2019-04-15,4.0,28.192719,0
-34.44741635852809,-16.169429378320896,2019-10-15,10.0,25.878448,0
-33.602300352748074,9.986772154054457,2019-05-15,5.0,25.976349,0
-14.105884232010581,26.61975867747165,2019-11-15,11.0,18.733093,0
-14.109393473468941,-24.951072669297275,2019-03-15,3.0,27.068909,0
-22.594858090450167,-16.059111130163906,2019-03-15,3.0,27.697266,0
-27.476440555332985,18.578587443385416,2019-09-15,9.0,26.423828,0
-44.43882424403809,8.008349168609023,2019-05-15,5.0,27.249542,0
-20.965707027132048,29.05191360010042,2019-07-15,7.0,22.881561,0
-35.49678306763241,-11.569978183183597,2019-06-15,6.0,27.999207,0
-40.594075278036144,-28.58778117674982,2019-09-15,9.0,19.76233,0
-50.82505048778453,27.07241348775875,2019-11-15,11.0,26.052216,0
-18.94789491168789,7.936780159268849,2019-02-15,2.0,26.806122,0
-42.11240816806708,15.528023087000882,2019-11-15,11.0,27.109955,0
-22.012358456470544,-4.067074539703221,2019-06-15,6.0,26.80362,0
-58.98264356312201,17.25510577572976,2019-09-15,9.0,29.371033,0
-19.486939485519805,7.704805199448266,2019-09-15,9.0,27.484344,0
-14.529175964120562,-11.72576278175871,2019-04-15,4.0,27.427277,0
-32.671512030161345,1.7840337029560622,2019-06-15,6.0,28.222961,0
-35.78434518852289,25.80902789099909,2019-07-15,7.0,25.832245,0
-16.5469695701831,-27.441166680281878,2019-03-15,3.0,25.733429,0
-18.703381358161465,-29.57685540063913,2019-07-15,7.0,19.50299,0
-47.138273628718686,5.5339689524405955,2019-06-15,6.0,28.370667,0
-10.283843878038113,4.971157826022058,2019-10-15,10.0,27.738281,0
-47.628953947743916,9.677731463701505,2019-04-15,4.0,26.973602,0
-25.731988998756677,-26.72529609158888,2019-11-15,11.0,21.563263,0
-58.631081873369105,9.191396314961885,2019-06-15,6.0,28.090027,0
-41.59818672099148,-23.702152756936886,2019-01-15,1.0,25.566162,0
-29.722827593832054,-8.32512159428991,2019-04-15,4.0,29.288635,0
-36.971273290682795,18.43117419663939,2019-05-15,5.0,24.48642,0
-41.060520642725244,0.7020376015574854,2019-06-15,6.0,28.343353,0
